movie_name,trailer_video_id,likes,dislikes,views,sentiment_score
A Cinderella Story,vWhelh-gSA4,6721,451,6968936,0.3548518
Finding Neverland,O3VPs9b_HZE,475272,10895,29683550,0.36261119999999997
King Arthur,6rbPTQIdjmY,50780,3635,12005150,0.18280801603206376
Blade: Trinity,4z0desYa5uc,661,41,599736,0.10414545454545453
Hero,r9-DM9uBtVI,350407,21860,32735068,0.10991159999999998
Saw,vPP6aIw1vgY,77743,5314,16671944,0.05502560000000003
13 Going on 30,TAeY2uRiOt4,836,36,668832,0.3333647058823527
The Chronicles of Riddick,zH3O-CeZckE,17510,1223,8273106,0.11956219999999995
Shall We Dance,Ng7jUTiM21A,2119,70,763501,0.3100232558139535
The Butterfly Effect,B8_dgqfPXFg,5795,179,2622748,0.17803696969696947
Without a Paddle,t8pz1gIVWYc,670,49,623533,0.28748641975308636
Dawn of the Dead,Rcx-Fx_MqW4,21065,1434,4488988,0.07369639999999994
The Stepford Wives,B3HASgMS7w0,618,64,670141,0.23818486486486476
Hellboy,G_O0xYCy1cg,2589,164,2969336,0.22692699999999985
Friday Night Lights,A_kj8EKhV3w,7528,839,3823852,0.07453259999999998
Miracle,ngiK1gQKgK8,56374,1432,8605081,0.23482600000000003
Barbershop 2: Back in Business,wBIVUUflNb4,3821,74,493732,0.17185271317829456
The Manchurian Candidate,pFtiaquxmdA,633,24,355842,0.070786
Kill Bill Vol. 2,-czwy-aVbbU,5416,461,4179910,0.10270321931589524
The Forgotten,w_CybW-Ym90,4613,1132,6823540,-0.03556069246435846
Hidalgo,urnjRUVYRY8,1160,50,863742,0.35737734806629823
White Chicks,D6H_xz9aFR0,5917,3330,14775963,0.04653863636363637
Sideways,YS9ocP6FNvM,830,76,1161018,0.2531774744027302
Christmas with the Kranks,frNRluzraJU,697,96,687719,0.1276389189189189
Ladder 49,76Wgm28hUpg,584,25,448239,0.21174913793103445
Ray,96EChBYVFhU,63734,2382,18965329,0.23614117647058788
Garfield: The Movie,s2-1hz1juBI,91264,3098,19054082,0.37789699999999965
The Terminal,0_QXWQHHr7c,2337,373,2388467,0.13855299999999998
Man on Fire,rb-ZEBBKolc,,,431492,0
Alien Vs. Predator,Z4Dct0quX4w,3604,492,4787232,0.15580520000000003
The Notebook,S3G3fILPQAU,27142,957,14171710,0
Scooby-Doo 2: Monsters Unleashed,bLsnl_fdBoI,3293,361,2032395,0.13106164383561644
Anchorman: The Legend of Ron Burgundy,Elczv0ghqw0,25563,1905,9971187,0.16506219999999996
The SpongeBob SquarePants Movie,XwTf3xiBG28,64179,8561,40361643,0.17814539999999995
Mean Girls,14SWGK13txM,39677,9886,15593181,0.05904739999999994
Along Came Polly,enJJeOqHbqE,4428,2839,10955988,0.16732748815165868
Starsky and Hutch,VB2vqX8rqzc,112,37,156086,0.5121866666666668
The Princess Diaries 2: Royal Engagement,CFilK3cxguU,,,2445998,0
Million Dollar Baby,mjKEXxO2KNE,55142,2084,14883712,0.20799299999999982
Collateral,isQ5Ycie73U,51355,2226,10496411,0.1975284274193547
The Aviator,fEPqgSNLfK8,36573,466,4723893,0.18460823293172676
The Grudge,2fsOsguf0iA,10940,3077,5486471,-0.01508359999999999
The Village,pvr9bdTjaM4,32632,8185,6668088,0.10734019999999996
DodgeBall: A True Underdog Story,-4QqksHXUCc,4983,291,2260842,0.17704705882352945
Lemony Snicket's A Series of Unfortunate Events,Tup-5yOcJuM,54168,2038,4208009,0.17630719999999986
Fahrenheit 9/11,2Zf2nCiBJLo,1558,184,969531,0.0180468
Van Helsing,-Tpf4-el-H4,3753,7248,10173525,-0.02830639999999999
50 First Dates,ErjP5xMTc8I,4560,145,2740451,0.32805760000000006
Ocean's Twelve,MFWF9dU5Zc0,103386,55873,11509192,0.012913999999999998
Troy,znTLzRJimeY,2752,105,1269029,0.13088611111111118
"I, Robot",cJOi80LR-5U,21693,7729,18106286,0
Shark Tale,tlLMitni4GY,554,80,785492,0.23495592105263152
The Polar Express,jVfB6GhlwIM,976,128,1663261,0.26087949367088575
National Treasure,3Kt2QjogpEY,468,193,3855078,-0.02162448979591838
The Bourne Supremacy,F4gJsKZvqE4,50184,2261,14769038,0.07072226720647773
The Day After Tomorrow,fLe_qO4AE-M,31194,1859,16448986,0.15408499999999994
Harry Potter and the Prisoner of Azkaban,K1KPcXRMMo4,34237,1147,5472211,0.11385959999999987
The Incredibles,ZJDMWVZta3M,519431,34787,82240729,0.14066059999999989
Meet the Fockers,j65JfjApdg4,1858,468,2573068,0.11481060000000001
The Passion of the Christ,4Aif1qEB_JU,4770,266,1674997,0.21029379999999986
Spider-Man 2,Dlf1_vuIR4I,225195,19496,81475535,0.15960959999999977
Shrek 2,55gmAtakjJ4,8175,405,5444105,0.30244239999999994
The Dark Hours,g8evyE9TuYk,118686,3256,32971092,0.28598459999999976
The Comedians of Comedy,9Tgj_pwDnB8,345,22,66522,0.18159375
Steve + Sky,gcfDoGRIWig,39,1,32939,-0.04988750000000001
Spooky House (Re-issue),gcfDoGRIWig,39,1,32939,-0.04988750000000001
Proteus: A Nineteenth Century Vision,gcfDoGRIWig,39,1,32939,-0.04988750000000001
Return to the Land of Wonders,gcfDoGRIWig,39,1,32939,-0.04988750000000001
Monumental,CreneTs7sGs,5979,515,4016230,0.12131979999999992
Kalyug,ujS3UZ2iGUA,127,26,38977,0.22999375000000002
The Letter: An American Town and the 'Somali Invasion',RVEGeLnRDPc,68,7,26999,-0.06498333333333335
Making Grace,rMp896hfp74,64496,1286,13328922,0.14328280000000004
Twin Sisters,rlmILXxZUYc,46203,2826,12770823,-0.03856465863453817
The Boat Is Full (re-issue),rlmILXxZUYc,46203,2826,12770823,-0.03856465863453817
She's One of Us,vRnhEjP3R-c,19946,2235,12361333,0.18919235412474847
With God on Our Side: George W. Bush...,vRnhEjP3R-c,19946,2235,12361333,0.18919235412474847
Steal Me,0mqUMQfKmg0,8014,1992,8489461,0.18879868766404193
Side Effects,Iu18_rNpTA0,9218,1510,4918578,0.30045199999999994
The Overture,nq596qeX8Vc,216,17,173474,0.3015
The Optimists: The Story of the Rescue of the Bulgarian Jews from the Holocaust,xW3yryL6vCw,38,0,13826,0.0
Three Days of Rain,ICgAU9C_xa4,7,7,10536,0
Stolen Childhoods,L7TkQVy-OLE,13,0,7265,0
15,HcgJRQWxKnw,85864,4581,24595663,0.23197379032258048
Unveiled,FsR9yTJ6pZ8,180,11,28864,0.1825346153846154
Nowhere Man,38rPoGSr19U,2383,43,875085,0.35360188679245264
Sex Sells: The Making of Touche,3DM-Sh7zNlA,35,13,25836,0.5994
I Love Your Work,jBmet9VGib8,26,2,20097,0.0
The Rider Named Death,jBmet9VGib8,26,2,20097,0.0
Happy Here and Now,pWqRw4NfFDA,4530,804,514211,0.11008979591836732
The Helix... Loaded,ongzsu_AVU0,9,17,9357,0.0
A Hole in My Heart,DA4Ff6G7ZuU,76,11,116688,0.11454838709677423
The Painting,2xD9uTlh5hI,15046,382,3900845,0.2559675350701402
This Divided State,HoeINSfz5Fs,2,1,2031,-0.12169999999999999
McLibel,LyGK5j_EcmE,90,5,36489,0.16500000000000006
Sacred Stage,wrPS5OycWUA,4,1,6189,-0.7156
My Big Fat Independent Movie,O2mecmDFE-Q,915,38,604763,0.326315625
Isn't This a Time! A Tribute to Harold Leventhal,O2mecmDFE-Q,915,38,604763,0.326315625
Perlasca,Yp_B1kvqTYc,23,0,11905,0
"Peace, Propaganda and the Promised Land",M6hCe6CBwko,226,22,18132,0.024456000000000006
Streets of Legend,cHaT6sJgu_E,61,20,116836,-0.26282727272727263
The Roost,TTUBkIHBRb4,17,2,10292,-0.34
Sueno,3XgiNIHHybA,2095,66,841048,-0.02893947368421053
Emile,fLe_qO4AE-M,31194,1859,16448986,0.15408499999999994
Solitude,EMmLBUAKkqk,30,4,52548,0
"Congo: White King, Red Rubber, Black Death",u90woo1YJGs,226,11,9130,-0.1510857142857143
"Magdalena, The Unholy Saint",-cUX1loT46Y,16,0,47091,0.2537
The Aggressives,MlczsBbSSz8,48,2,34674,0.1520375
Daybreak,IGrpoxBlCNo,2954,380,1846798,0.20887460000000002
Aristide and Endless Revolution,lwxcNTGWVm4,2119,73,134505,0.16738385093167701
Electric Shadows,KID_-UkzAnI,19,2,6947,0.4279400000000001
A Decent Factory,uRYu4nwRjos,4,0,4333,0.0
Occupation: Dreamland,PklpivQLB7k,28,2,15032,0.09191999999999999
16 Years of Alcohol,R3JFnXYYbfQ,39,3,18688,-0.08713846153846153
Games of Love and Chance (L'Esquive),eY1xuBEpa80,53,2,47018,0.18994285714285716
Twist of Faith,iRX1fhbbxyM,12,3,97833,0.0
The Swenkas,DkFuZGQnyLE,49,2,36444,0.32415555555555553
Living Life,4wIZp_E2CxQ,241724,7529,43744789,0.1618211999999998
Milk and Honey,wDBU8CqU0dg,3229,15441,1324655,-0.1595045999999998
Primo Amore,w64a6w6Oipg,120,1,56340,0
Two by Scorsese (re-issue),w64a6w6Oipg,120,1,56340,0
The President's Last Bang,hynwc5jejVQ,43,25,40005,-0.18788378378378381
Finding Home,xNstK5rbzcw,483,76,566826,0.18876428571428575
"Good Morning, Night",uL3YHCuNNpI,49,22,59297,0.47664999999999996
Ethan Mao,CX4VMujkvMs,38,2,47704,0.2722
Fighting Tommy Riley,MCsbp_f_Heg,51,3,130502,-0.012700000000000017
One More Round,On8tui5xKG0,99,5,12989,0.30684375
Winning Girls Through Psychic Mind Control,On8tui5xKG0,99,5,12989,0.30684375
Le Grand Role,1Fg5iWmQjwk,36629,988,10991408,0.4267955999999999
Girl Play,d88APYIGkjk,65491,6871,11931433,0.2702897795591182
Writer of O,d88APYIGkjk,65491,6871,11931433,0.2702897795591182
All Babes Want to Kill Me,tUA3RtxrhFI,9,5,23026,-0.3018
Far Side of the Moon,twuScTcDP_Q,12398,437,6428624,0.22899579999999972
Daltry Calhoun,jLjY76S4KYk,41,8,49320,0.4247272727272728
Gory Gory Hallelujah,2oiTJ1Sq6xc,11,4,8672,0.014225000000000002
Duane Hopwood,2oiTJ1Sq6xc,11,4,8672,0.014225000000000002
Up for Grabs,2oiTJ1Sq6xc,11,4,8672,0.014225000000000002
Marebito,6xpJIiXbViQ,89,3,25197,0.23582
Wall,iszwuX1AK6A,61319,2775,20632940,0.23734819999999995
A Tale of Two Pizzas,o7vuAmnfueM,26,2,13861,0.0
Harry and Max,1_6EqIEkzS8,47,3,265318,0.09741999999999999
Wild Side,tshPSxS9dGY,1668,31,529923,0.0874200483091787
Memories of Murder,dTnyhLywdJc,584,26,413549,0.23336410256410262
Formula 17,wakaJ4-OZZk,330,22,326999,0.3696014492753624
The Oyster Farmer,7LGkQPN04Lg,,,9359,0
One Bright Shining Moment: The Forgotten Summer of George McGovern,7LGkQPN04Lg,,,9359,0
Save the Green Planet!,3NLbDgyMusk,247,10,95056,0.2946840579710145
Bomb the System,em0YpY5OZys,1740,51,220833,0.1103398230088496
Private,reASHCu2wLQ,12561,787,3023436,0.015914150943396214
Night of Henna,zwhP5b4tD6g,3842,162,2158226,0.15281719999999985
Genesis,ehsQ62UY3lQ,39879,927,5125368,0.21117100000000008
The Last Mogul,REmQ3gHFPro,6258,489,3039297,-0.07124420000000001
Fascination,Co6CZcFSHhk,22,1,43859,0.15990000000000001
The Great Water,XFYWazblaUA,105037,6133,19920349,0.26037139999999975
Sunset Story,Cwy_oM61HqA,65,1,19867,0.1960222222222222
"Milwaukee, Minnesota",tAHTZB2zbe0,21,1,7538,0.09265714285714285
The Reception,FSHX--onIg4,1852,234,494924,0.22681428571428566
Mr. Ya Miss,Od5fW_fWMw8,33,5,44210,0.515
A League of Ordinary Gentlemen,930owrsCrwI,271,28,379454,0.1478328767123288
The 3 Rooms of Melancholia,Xn6Fi4kMW8A,22,1,8005,-0.44705
Zizek!,1zwmum5_ofU,259,7,111540,0.11863333333333335
The Last Dispatch,4obpOMvb0KU,26,1,22010,0.10125
Voices in Wartime,zJrJOWXzBtw,2702,66,339181,0.13939679999999996
Major Dundee (Re-issue),zJrJOWXzBtw,2702,66,339181,0.13939679999999996
Dallas 362,AfaTdWc_uzs,12,2,10691,0
Bigger Than the Sky,GjPfhJiGR_I,16,2,18625,0.422925
Three of Hearts,E4y7UK4nqnQ,67163,3547,5763349,0.15254739999999994
Slutty Summer,E4y7UK4nqnQ,67163,3547,5763349,0.15254739999999994
Three Dancing Slaves,kQkoL8ZrUPk,819,74,646580,0.3259390625
Blackmail Boy,w2jKlLk9c_o,183,50,669105,0.09913846153846155
Dear Wendy,6KZkT_9uoP4,202,9,112069,0.19290769230769234
Emmanuel's Gift,usN6nu_nuKg,100,3,42994,0.429
Rory O'Shea Was Here,m2X4M3WT0W4,522,20,295685,0.2679197916666666
The Man Who Copied,9JQ0bCnvf5M,66,4,30209,0
The Weeping Meadow,APddPGcMUqw,93,2,20343,0.2016
Drivers Wanted,FB_HcEh3EEw,17,4,6243,0
Sequins,JadCoGRkVag,963,294,280342,0.26521519999999976
Lipstick and Dynamite,wvBKNWkvyMM,86,7,15568,0.3294
"Sex, Politics & Cocktails",wvBKNWkvyMM,86,7,15568,0.3294
Barely Legal,-Y-CJjJ-jtw,35069,4436,11317853,0.07510461847389549
Machuca,5N_XKFA1RLg,125,11,63162,-0.010050000000000012
Cape of Good Hope,6fOVobj92Bk,8,0,3533,0
Eternal,xtezHKgJZz0,2630,1650,11344735,0.027420212765957457
39 Pounds of Love,xsuG2JUgs_8,19838,1177,10918249,0.1059932926829267
Or (My Treasure),CNWgVdZ55JI,17,1,39855,0.13596000000000003
Naked Fame,2MdudALdqFM,18,5,24824,0.30905714285714286
Down to the Bone,705yRfs6Dbs,58302,1750,4753293,0.1950983999999998
Going Shopping,LPhQp1nGqyo,40517,484,2604485,0.16708289738430568
Reel Paradise,0XgaqAS6udg,19,1,4816,0.0
Gille's Wife,0XgaqAS6udg,19,1,4816,0.0
Smile,VqexVyd_ybI,9035,71,758048,0.28486818181818185
Keane,uTCqP-lrTRI,91,5,84935,0.12532
Ellie Parker,d57fNnvjGPI,135,19,96844,0.2856714285714285
Kamikaze Girls,RzYZKFFI0Us,304,5,30249,0.08316551724137931
Campfire,EAzGXqJSDJ8,52178,1385,12420423,0.2609531999999999
The Year of the Yao,EAzGXqJSDJ8,52178,1385,12420423,0.2609531999999999
Jiminy Glick in La La Wood,WlzW3JGFXYs,27,1,14324,0.07955
Dirty Love,pAPrxhydKhg,1175,366,1886384,0.010842105263157898
Monsieur N.,HX6jIKXmJ1k,,,8165,0
Tell Them Who You Are,HX6jIKXmJ1k,,,8165,0
Margaret Cho: The Assassin Tour,HX6jIKXmJ1k,,,8165,0
Hate Crime,hfaLI358JwM,186,35,377155,-0.02619615384615375
The Intruder (2005),hfaLI358JwM,186,35,377155,-0.02619615384615375
Undead,Vx5ESIHAfR4,97077,12457,61487644,0.11258859999999987
My Mother's Smile,mjyVGIbjTUA,84696,18309,51817884,0.036556400000000024
A State of Mind,y_38WdArR20,11607,507,3151704,0.12003528225806442
Death of a Dynasty,LAI_hpSqaVc,98,5,128424,-0.10351794871794873
Edvard Munch (Re-issue),LAI_hpSqaVc,98,5,128424,-0.10351794871794873
Apaharan,SC8G-4y-MP4,30,1,20928,0.6249
William Eggleston in the Real World,UVENehgpsFQ,28,1,11897,0
Bailey's Billions,KPNe67Cly8M,12,4,9806,0.77705
Sympathy for Mr. Vengeance,mzXbV9a5GA4,1034,35,531083,0.13939180327868847
The Tunnel,Zq8Nw84krbY,10819,960,4940844,0.0032766129032257966
Tropical Malady,rRN_HRZoV_w,147,5,80809,0.4000166666666667
The Goebbels Experiment,i8tC4nFMCyg,19,0,6054,0
Never Been Thawed,i8tC4nFMCyg,19,0,6054,0
National Lampoon's Blackball,NEPNaYY646I,20,1,28524,0.25031818181818183
Chocolate (2005),OFVGCUIXJls,4309,347,1688810,0.16904385964912272
Raging Bull (25th Anniversary),OFVGCUIXJls,4309,347,1688810,0.16904385964912272
Assisted Living,t6soWPKkzT0,56,9,14998,0.0
On the Outs,YkncKY6qSVI,184,4,63289,0.19383600000000004
The Bridge of San Luis Rey,ewM7CvpSEfk,25,4,16391,0.07060000000000004
The Warrior,VSB4wGIdDwo,98775,4934,16716544,0.2588705999999996
Wasabi Tuna (Re-issue),VSB4wGIdDwo,98775,4934,16716544,0.2588705999999996
God's Sandbox,dAuzKEbWRfM,5,13,45450,0.030271428571428567
Pulse (2005),spyTqeP8i7c,663,45,363960,-0.030349253731343274
The Chumscrubber,Fjj2WZh8pco,150,5,107902,0.11282619047619047
Schizo,Ry0xSQ1vHoA,490,41,388565,0.2951358974358974
Swimming Upstream,Ej8hnUc2oT8,561,5,81974,0.27456
The Other Side of the Street,hMI6bGS97lk,5111,349,1357770,-0.00940084033613445
The Two of Us,XlGhXNLN7G8,141127,2433,7396518,0.08955879999999994
Home Delivery,WPUHGbQt9PU,15,2,24336,0
Screen Door Jesus,wPcZVUKHNwA,24,0,3656,0.47277142857142856
Mail Order Wife,txVS0YiZgj4,131,86,298502,0.007828571428571428
The World,6ZfuNTqbHE8,3271067,76078,188778758,0.07729640000000003
Rock School,XCwy6lW5Ixc,5140,182,2802378,0.2992252
Shoujyo: The Adolescent,2n1_1iOmJss,1228,968,9157829,0.2126560975609756
The Talent Given Us,3PsUJFEBC74,,,857037,0
9 Songs,N1HWcofsxJk,2593,966,12419858,0.15415112781954896
Shake Hands with the Devil: The Journey of Romeo Dallaire,mikwRioy0eE,144,7,56857,0.02548750000000001
Ma Mere,BgCqY3cE-VM,2117,47,607265,0.16925480769230777
Naked in Ashes,BgCqY3cE-VM,2117,47,607265,0.16925480769230777
Dorian Blues,7NHmFZ_iiqs,329,33,48370,0.49326
Come Away Home,Ui9th4nhvoY,190,6,83413,0.10947500000000002
The Ninth Day,j9THeznxCNU,341,31,343491,0.32661428571428575
The Nomi Song,cSAmAP_yWpY,551,45,254352,0.12425217391304348
The War Within,xZY43QSx3Fk,127111,2540,26686978,0.17423815261044168
Forty Shades of Blue,Fns7oJeQmZ8,33021,2949,13567623,0.1968571999999998
Funny Ha Ha,Wl6oqjT85eM,133,9,74961,0.23931363636363637
Three... Extremes,4-lnf01j7kw,469,17,301096,0.08167674418604651
Searching for the Wrong-Eyed Jesus,aV5hezwCl8Q,51,5,21143,0.2630692307692308
Chrystal,JNndgc_bVQA,3487,335,1085687,0.09923413654618457
Future of Food,n9Y_QH_c70s,206,12,105507,0.232175
First Morning,LbduDRH2m2M,93191,5983,26123441,0.10969838709677418
Torremolinos 73,EOMdJmeKCTo,29,5,99442,0.7269
Go for Zucker,PybgtRu4u3o,18,3,41049,0.5777
Ek Khiladi Ek Haseena,b-nwxjHTfRk,25,0,26136,0.18243333333333334
Classe Tous Risques (re-issue),b-nwxjHTfRk,25,0,26136,0.18243333333333334
D.E.B.S.,XWSyv4z1_PA,633,50,579794,0.4503591836734693
Pure,S92HVebLIZY,11321,174,1208937,0.1349095999999999
Intimate Stories,ftkSn082Gt8,56,15,97277,0.180625
Neal -N- Nikki,ftkSn082Gt8,56,15,97277,0.180625
After Innocence,Wh8WnERdvoE,71,0,27152,0.12006470588235295
Loggerheads,sZlh97_2uuo,58,1,38100,0.6543428571428571
Sons of Provo,ansKKXGU8P8,36,6,17831,0.2905
It's All Gone Pete Tong,WGsCzaI5qrM,1110,30,600892,0.34683265306122446
Lila Says,u_JIblbVcjs,75,7,28428,0.31845
5x2,G7XeyyArk0A,21,18,116689,0
Appleseed,sNDb2J6DIwg,5375,334,1529883,0.15854479999999985
Dil Jo Bhi Kahe,J_r__HtvEBs,61,8,74120,0.16197857142857144
Tony Takitani,UL48aOyK5cg,237,3,80196,0.43754375
Be Here to Love Me: A Film About Townes Van Zandt,Vzl1O4nPJbI,283,6,206708,0.24240754716981133
Deep Blue,bsLk0NPRFAc,48039,3573,10747361,0.08628059999999987
Beautiful Boxer,6orM84owB7M,474,42,332257,0.14465952380952388
Brooklyn Lobster,3zze3ib1kIg,166,6,68115,-0.028458823529411766
Cote D'Azur,AFiC3WH3Mdk,24,1,27669,0.8036333333333333
Music from the Inside Out,5rViLWSn9W4,48973,1561,5269346,0.16130159999999993
The Boys and Girl from County Clare,9JIDexBoWFc,9,0,9015,0.6775666666666668
Before the Fall,9JIDexBoWFc,9,0,9015,0.6775666666666668
Dirty Deeds,6pGhA1Pkkvo,3357,597,3916009,0.09160700000000005
Kisna,YaFJXd3ciLs,70365,4403,7492102,0.31986500000000007
Garcon Stupide,-BXG8mc_Vwk,85,14,227393,-0.2388
Eating Out,dzlEoRcLmWs,,,3757181,0.1355843283582089
Matando Cabos,nujJ3sXSU18,290,23,238464,0.022557142857142862
Mughal-e-Azam (Re-issue),nujJ3sXSU18,290,23,238464,0.022557142857142862
In My Country,5iEOQn8UUHI,42988,631,6877417,0.19141515151515134
Uncle Nino,qdE6AHtYdKw,31,2,18294,0.15293333333333334
The Edukators,MB1UMfC8koc,244,3,166748,0.061991999999999985
Touch the Sound,Edkx6ovQ9YM,106,1,27653,0.44827500000000003
Protocols of Zion,Z2bUEWWwZlI,13,6,5268,0.2531
My Date with Drew,hPKYcnSRlm8,12,6,18433,0.2553
The Baxter,Vcnvgnqw-f0,150,4,36670,0.41770000000000007
Hellbent,6yak3ujqxDw,6854,33,567286,0.11524159999999994
Eros,6yak3ujqxDw,6854,33,567286,0.11524159999999994
Lost Embrace,oxvGCYzh8aY,1394,13,191147,0.0400637426900585
November,dXzMN9pbxCE,35997,15625,35622135,0.062183000000000016
Masculine Feminine (Re-issue),dXzMN9pbxCE,35997,15625,35622135,0.062183000000000016
God's Army 2: States of Grace,owMV9ZeheUc,49,1,38593,0.08122666666666666
Darwin's Nightmare,qJhHLUbdUjg,92,10,150986,0.03800701754385965
The Untold Story of Emmett Louis Till,bvijYSJtkQk,11552,381,1077870,-0.16778540000000003
Modigliani,GCN-p5_HT_M,843,19,332915,0.23578125
Mondovino,dHBPvgOO29M,84,6,94860,0.10776999999999999
Ek Ajnabee,7GnkxEUTAO0,310,6,31551,0.2774041666666667
New York Doll,b822aYCR78k,124,2,55196,-0.003922222222222222
The Beauty Academy of Kabul,7GnkxEUTAO0,310,6,31551,0.2774041666666667
The Keeper: The Legend of Omar Khayyam,NFtpuUyDdcc,109,3,59929,0.34206000000000003
Down and Derby,sutDTlmq5ZM,39,0,40709,0.18048999999999998
Kontroll,LMkkJbRJdiA,122,6,55360,0.4404
Nina's Tragedies,-JHvLY_S9N8,18,5,41719,-0.03753333333333331
3-Iron,5EjG-1U3wqA,188003,8679,62332680,0.07838839999999997
Up and Down,B6y1a9IBN2Y,12349,594,5642868,0.11960619999999995
Watermarks,my2JlCAc-ms,239,45,184040,0.10253037974683545
A Tout de Suite,7GnkxEUTAO0,310,6,31551,0.2774041666666667
Gay Sex in the 70s,_PlPtwKv1L8,502,146,504541,0.07359818181818181
Dominion: Prequel to the Exorcist,5HAZtloPE3I,76,28,146409,0.022949999999999998
Happily Ever After,u7__TG7swg0,4043,540,6782663,0.27102879999999996
Turtles Can Fly,rlXuyadNQyU,71,8,71780,0.3736571428571428
Elevator to the Gallows (Re-issue),rlXuyadNQyU,71,8,71780,0.3736571428571428
The Best of Youth,0tP7k4wqVJo,14417,148,2361813,0.16658098765432075
Christmas in the Clouds,KD6PYqPYROw,,,49203,0
The Aryan Couple,e8hgzWwblrw,89,16,74411,-0.07108666666666667
Kings and Queen,nm-jtoODboM,1820,220,1637428,0.1505515625
Caterina in the Big City,7GnkxEUTAO0,310,6,31551,0.2774041666666667
Cronicas,Pq47T48u8Zo,10254,754,2957912,0.043022799999999986
The Holy Girl,J31Fha1qElA,128,106,104087,0
Pretty Persuasion,2vxN5ZRBt2s,3204,870,5432603,0.04914487179487179
Secuestro Express,Hl-_MS2PsOk,28,2,38882,-0.916
Dot the I,KKTyNJEVHyc,46,4,32925,0.21851428571428572
Winter Solstice,Ehi112rPwQA,573,132,219264,0
The Boys of Baraka,7GnkxEUTAO0,310,6,31551,0.2774041666666667
Viruddh,7GnkxEUTAO0,310,6,31551,0.2774041666666667
The Memory of a Killer,7GnkxEUTAO0,310,6,31551,0.2774041666666667
Shaadi No. 1,IE5_TDZ0jmg,406,59,140918,0.4340083333333333
Don't Move,76yBTNDB6vU,64961,2589,23440750,0.043361799999999985
The Dying Gaul,XKNF9AC9_nw,111,20,316013,0.2296681818181818
Kaal,Wm_vSSlVsV4,505863,66264,25278137,0.16015339999999995
Green Street Hooligans,EAe-1Lv1KYU,6569,223,4236297,0.11780199999999993
Deewane Huye Paagal,cQ9lMYHJNRg,,,227668,0
Asylum,i3EskocnhEc,52269,489,4089548,0.15837619999999983
The Game of Their Lives,1H2fRn8PStw,97,4,119312,0.2562086956521739
The Syrian Bride,s0PkVJegZZM,91,8,63772,0
Little Manhattan,-YkdKgyK1kM,1111,26,477832,0.38515299760191835
House of D,3w00GXmJ8KA,,,43913,0.41011
Brothers (2005),ppVXRT26PrI,1208,309,1576890,0.04093103448275863
Yes,TD_IlSSFVX4,920,112,5893456,0.24467272727272735
A Wake in Providence,7GnkxEUTAO0,310,6,31551,0.2774041666666667
Mobsters and Mormons,7GnkxEUTAO0,310,6,31551,0.2774041666666667
El Crimen Perfecto,4XlHpo_9e5E,3360,103,329502,0.008428865979381445
Head-On (Gegen die Wand),OoEskub6VdY,291,25,412422,0.13715641025641023
The Beautiful Country,q1YAhyU6-tA,6588,128,753043,0.308783695652174
Lucky,-9C1Z3nIsPQ,71669,4119,10576368,0.16704819999999976
Last Days,nJCc5HRPxYA,289167,35849,37780786,0.11697119999999996
Steamboy,bI7-bx8QqZ8,637,20,207047,0.20933304347826084
Nine Lives,_jHA97HzhxE,26425,4393,11902324,0.08575619999999987
Saint Ralph,Vh6KlOW1J8Q,190,2,140063,0.20972916666666666
Travellers and Magicians,3LS-GR1nRM4,156,1,82595,0.4188071428571429
The Passion Recut,7GnkxEUTAO0,310,6,31551,0.2774041666666667
Madison,jKnmKB2UwL0,43409,7962,2494962,-0.025283399999999998
Kids in America,jKnmKB2UwL0,43409,7962,2494962,-0.025283399999999998
Palindromes,7GnkxEUTAO0,310,6,31551,0.2774041666666667
Schultze Gets the Blues,8oWc4BRssew,54,2,32735,0.13008666666666668
Gunner Palace,7GnkxEUTAO0,310,6,31551,0.2774041666666667
The Passenger (re-issue),7GnkxEUTAO0,310,6,31551,0.2774041666666667
"The Prize Winner of Defiance, Ohio",BA7bs2Cbik8,135,2,56490,0.5919538461538462
Dust to Glory,_B6N-jXoFvM,462,10,338764,0.22153484848484853
Saraband,N2hyg4FyUcM,51,12,48620,0.1325
Balzac and the Little Chinese Seamstress,KUySDK5cpy4,379,23,99022,0.32532187500000004
Bewaafa,RPVqtacXY-4,3920,888,1972842,0.21026434782608708
CSA: The Confederate States of America,exnwTWfFRM8,2642,380,321144,0.033413846153846176
No Entry,rEu7boRDdgk,376,24,141975,0.0
Nobody Knows,oXGm9Vlfx4w,111941,1818,13083380,0.24921259999999987
Inside Deep Throat,s2cNTQMAtCM,477,104,3109837,-0.0276023622047244
Oldboy,WKz_AUF0GcU,12851,2526,10151856,0.11424484848484838
The Ballad of Jack and Rose,7glLRglllfM,787,365,993714,0.28001333333333334
Mysterious Skin,b41sdlbCKZA,2635,301,2193402,0.08483727506426737
Bluff Master,7GnkxEUTAO0,310,6,31551,0.2774041666666667
First Descent,CSYg7Z1KS_I,3409,163,1533459,0.08294082568807348
Black,EeF3UTkCoxY,588675,3701760,40435738,-0.029619999999999976
Parineeta,rtsHlYO6TUc,8689,1423,4194602,0.29520041407867476
Waqt - The Race Against Time,zppVYG-DX_E,11437,1288,4220909,0.2709348623853212
Ballets Russes,8mG0QdYNlIM,1104,67,480478,0.28036410256410255
The Thing About My Folks,7GnkxEUTAO0,310,6,31551,0.2774041666666667
