movie_name,trailer_video_id,likes,dislikes,views,sentiment_score
Bhutto,cwAPubfJ0r8,161,22,102456,0.15984545454545457
8: The Mormon Proposition,ezwIZo-hKiI,329,93,80429,0.033035999999999954
The Good Guy,CikoxQ4ytI4,37378,1232,10405197,0.1932136178861787
Feed the Fish,7GnkxEUTAO0,310,6,31551,0.2774041666666667
Freakonomics,ZfC-ZHJ4A5U,311,10,210876,0.19790789473684214
George A. Romero's Survival of the Dead,9sGx0gTVkqM,1783,108,987169,-0.06077099999999995
Everyone Else,KXHrCBkIxQQ,14459,1911,4942410,0.13614779999999999
Saint John of Las Vegas,aPTm_TyCULk,77,12,63207,0.08527272727272728
The Romantics,U-sgWHXJfZ4,3314,244,3910630,0.13373267543859646
Inspector Bellamy,7GnkxEUTAO0,310,6,31551,0.2774041666666667
Wild Target,PmS3ePcA6VU,2231,47,1179397,0.28077939999999973
After.Life,9dc5iiT0f1s,30405,3316,20971764,0.08715739999999987
Undertow (2010),flHnF2RWC5E,566,308,2028596,0.3046857142857142
Blood Done Sign My Name,8eqF_RDifpg,7,7,79084,0.061316666666666665
Best Worst Movie,cMKX2tE5Luk,65986,1569,7330033,0.20677620000000002
Dogtooth,wlN5qpp8j74,485,40,363316,0.01813493150684932
Let it Rain,b6d1uwPrm1g,7644,245,534961,0.2025516483516484
Marwencol,pMWFhplFSEQ,747,12,318251,0.3468394736842105
Bran Nue Dae,qtLbLBi5Jyk,295,41,159624,0.3400040322580646
The Greatest (2010),sUkZFetWYY0,14405,4617,16572334,0.05759525065963065
Touching Home,7GnkxEUTAO0,310,6,31551,0.2774041666666667
See What I'm Saying: The Deaf Entertainers Documentary,Fx9XJ9jm11g,424,9,67638,0.5249588235294116
Valley of the Heart's Delight,7GnkxEUTAO0,310,6,31551,0.2774041666666667
Centurion,KOZs2_i_cDE,6883,641,5642225,0.021470600000000048
Ran (2010 re-issue),KOZs2_i_cDE,6883,641,5642225,0.021470600000000048
"Lovely, Still",24QX4Jb-BtE,1734,46,883846,0.24586141732283467
Stonewall Uprising,LGEJmPwB4yI,4279,6157,758601,0.020137199999999997
"The Good, the Bad, the Weird",0gLTQ2Y2I1Q,1285,31,274814,0.18741401273885352
Warlords,zg06Mz5l1HM,68392,1577,6575395,0.22752159999999977
The Eclipse,S2HIda5wSVU,35894,4566,21989307,0.14577239999999994
Pure Country 2,VjxfgXX3PnI,5607,151,798114,0.40547477064220144
Love Ranch,IsM0cRRPKkU,41,3,78566,0.2526571428571428
Chain Letter,HQvf4G3a6EU,327,127,468094,-0.07197182044887782
The Weathered Underground,BE1MJnCDj58,2594,1246,164588,0.33387900000000004
Father of My Children,wsf78BS9VE0,101181,1746,13333238,0.17361879999999982
Carlos,Rxm_bVVhbr8,36072,1919,12791526,0.1872373999999998
Only the Brave,EE_GY6zccqc,7871,315,1938601,0.15176387755102028
House (re-release),t4K2qdXdf_A,175,40,293037,0.2658222222222222
The Cremaster Cycle (re-issue),t4K2qdXdf_A,175,40,293037,0.2658222222222222
Red Riding Trilogy,YL3qypfj8DY,103,7,73342,0.23005999999999993
Welcome to the Rileys,HlSPOzQG-Uk,5375,136,1630621,0.31214139999999985
De Mai Tinh (Fool for Love),QWgRJwq3XjQ,30,2,32428,0.4255333333333334
The Disappearance of Alice Creed,vbeJl3dt0Aw,277,18,407618,0.11936746987951806
Genius Within: The Inner Life of Glenn Gould,GBYSAiECofA,135,1,61642,0.45026923076923075
Chance Pe Dance,pXZ5LDvJczM,3160,163,812673,0.25461016949152543
Terribly Happy,qsslA308XV8,111,1,67482,0.06256206896551729
Leaving,_DExlXcU20U,21435,1727,10682378,0.004176799999999993
71 Into the Fire,qa1G3FAaMM8,604,15,201119,0.1674439024390244
Casino Jack and the United States of Money,vWJN9cZcT64,251,39,101014,-0.13664371584699453
Winnebago Man,NO05RfHO_4s,884,21,452600,0.1606772727272727
Human Centipede,IX8fKLjC__c,21227,26573,24367484,-0.020537096774193547
Twelve,IyaFEBI_L24,68080,1271,17424257,0.23538739999999977
Waste Land,HjASHR7F79Q,33521,1566,1514136,0.15056939999999974
Nick Saban: Gamechanger,HjASHR7F79Q,33521,1566,1514136,0.15056939999999974
Client 9: The Rise and Fall of Eliot Spitzer,W6JNFusV3ZI,34,8,32161,0.056940000000000004
"A Woman, A Gun and A Noodle Shop",LMGBQDpfLnc,168,17,184379,0.16480555555555554
The Nutcracker in 3D,2ktuvx9hrMw,76621,3954,5119936,0.17590559999999997
South of the Border,Hwhau48LUAA,757,164,270767,-0.03783699999999998
Legendary,Aj7ty6sViiU,124847,6895,33358163,0.21455573440643827
Sweetgrass,AV9iah71iPQ,240,8,133788,0.27790526315789477
The Girl on the Train,KkoEE1i0CX8,24036,1160,8647024,0.1680161999999998
La Soga,4ZQA_AqK_lE,341,25,401419,0.1524382608695652
The Killer Inside Me,wh6VbbH5VVI,66,42,296442,-0.19155
The Black Waters of Echo's Pond,OEHmoPuItRM,122,58,108895,-0.08017222222222223
Formosa Betrayed,2KbAGhECVZE,431,35,178769,-0.05688107416879796
The Exorcist Extended Director's Cut,thIWp7B42Ro,1277,86,264667,0.274070588235294
Rare Exports: A Christmas Tale,9RQlikX4vvw,3794,125,1723754,0.19491339999999993
Monsters,zERWbPM4kF0,10104,2063,19763842,0.13834661654135338
When You're Strange,kba0zaE-rUc,759,11,611012,0.22338782608695648
Frozen (2010),TbQm5doF_Uc,54211,8675,34308965,0.2143085999999998
My Dog Tulip,b-CEDsZstdI,434,10,143838,0.1357697368421052
Jean-Michel Basquiat: The Radiant Child,eXjR-y0WH-I,2446,40,619077,0.20832449799196784
Countdown to Zero,QSps9SDi_I0,516,44,142733,0.004128571428571423
Mesrine: Public Enemy No. 1,Fmr1LZD4vTQ,42,5,105441,0.06587222222222222
Soul Kitchen,Vc93A0qxdY4,679,38,754158,0.03887619047619046
The Tempest,DDyGl2uIQ-Q,1770,281,1342385,0.22065080000000006
Life During Wartime,vdKkqU73CoU,122,14,118999,0.1696525
No Problem,ISzMV1FStOE,604,80,1087232,0.07251818181818183
Karthik Calling Karthik,mcaVtOHBBLo,20566,1077,7857841,0.28118714285714247
Last Train Home,P313uy9hni4,172,10,81788,0.25292941176470596
Holy Rollers,NWu9WjEcdbk,2378,185,1039507,0.14423114285714272
White Material,N-Hua-wJzVc,9689,176,2942060,0.24164437086092713
Four Lions,Ew-SrlQ9tlI,8405,483,3444508,0.17329619999999998
Today's Special,Ew-SrlQ9tlI,8405,483,3444508,0.17329619999999998
The Yellow Handkerchief,3ovc-xjBIt4,1331,122,1274943,0.16300554016620505
A Film Unfinished,7GnkxEUTAO0,310,6,31551,0.2774041666666667
Kings of Pastry,-ANUMYH07-Q,271,12,240481,0.178759375
Enter the Void,dL0lNGXoP8E,4258,128,1091748,0.15008860000000002
Creation,11taaQy2KBg,90457,7570,18948239,0.0012278000000000094
Like Dandelion Dust,XT6olxrZUJs,606,20,415275,0.1805235772357723
Breathless (2010 re-issue),XT6olxrZUJs,606,20,415275,0.1805235772357723
Grease (Sing-a-Long re-issue),xscJ3C4bUYE,890,94,865054,0.2521710144927536
Lebanon,IMRD3z_mTqI,365,74,280597,-0.20950939597315432
Fish Tank,a7BFZqQ4ruA,9882,968,5630462,0.09633699999999996
Tiny Furniture,xxWxgrwI8uI,173,45,199511,0.1298612244897959
Wild Grass,eTy35C1DfTk,80,3,81686,0.5684
The Square,L5KYCsWhado,28842,4115,12508149,0.08317059999999996
I'm Still Here,wz6CU7pgiKc,1307,122,1267613,0.08729938775510199
If You Are the One 2 (Fei Cheng Wu Rao II),7GnkxEUTAO0,310,6,31551,0.2774041666666667
Break Ke Baad,mw0-5oVSAcs,3912,142,1169624,0.3924266666666667
I Want Your Money,VJneeDGMMtk,9550,658,3546008,0.07386939999999996
Vision,aEI1QrZINeg,348,22,164442,0.2941428571428572
The Extra Man,Y9dBeef9KWc,129,11,184448,0.12986956521739132
The Most Dangerous Man in America: Daniel Ellsberg and the Pentagon Papers,w0bIOMQIAKs,148,6,125175,-0.03755660377358491
The City of Your Final Destination,noo7puAwre8,2,4,51156,-0.4697
Heartbreaker,ON1-SohDqDg,2535,131,1391735,0.16009868421052637
Preacher's Kid,yNbXH34dIOw,2818,71,487322,0.20016956521739132
Veer (2010),DkWrDR48GO8,1080,143,1297857,0.15273300000000004
The Man From Nowhere,38rPoGSr19U,2383,43,875344,0.35360188679245264
Metropolis (2010 re-issue),3GhvnxcKTws,73,0,35351,0.17889615384615384
Mademoiselle Chambon,QX-9ad-naok,71,5,122218,0.2552666666666667
Standing Ovation,yW0BCzM35vg,1498,759,1410764,0.04873857677902626
Khatta Meetha,dyHAJ7n4gfk,684,98,1085171,0.1974844036697248
Jack Goes Boating,XfNB5IbvuI0,3533,381,721965,0.016777192982456165
The Art of the Steal,UbqvELZ1-P8,1192,138,1155599,0.13698333333333332
Ondine,Cn7AQe8SqVA,454,16,515082,0
Mother (2010),2BPr217zLps,37374,2588,10284533,0.12293815261044165
Mesrine: Killer Instinct,uSNfBKyRLEE,96,9,96036,0.2810444444444445
Tamara Drewe,lwHxdsO3o6Q,808,84,971104,0.19393239436619714
All Good Things,I7vBLvS1eHw,383,31,458620,0.12013763440860217
Elvis On Tour 75th Anniversary,7GnkxEUTAO0,310,6,31551,0.2774041666666667
Howl,iwROgK94zcM,13496,213,1970510,0.23086813417190763
Vincere,69f_Z4i_Vj8,83,12,125968,0.0013677419354838698
Agora,RbuEhwselE0,2803,175,2024587,0.028998800000000005
Ajami,8y6ExnSrggc,164,10,120417,0.26401153846153846
The Virginity Hit,LOLfyYENi00,520,1387,2510713,0.007392800000000038
We Are Family,OmlnWf6lm8o,991,57,336520,0.002133333333333336
The Concert,kyQe5xe1dU4,14208,588,2387803,0.14374627539503373
The Polar Express (IMAX re-issue 2010),kyQe5xe1dU4,14208,588,2387803,0.14374627539503373
Mid-August Lunch,mEVjONfqiTo,27,1,32481,0.3192
The Secret of Kells,HgbXWt8kM5Q,16297,184,2081493,0.40057099999999995
Raavan,r0PfKvPXEUI,2415,265,1584819,0.23056979999999982
North Face,MM3e4i2KBD0,176,11,276837,0.12327727272727272
Middle Men,m3gcb_9Q10E,1293,108,1817189,0.14885787671232867
Peepli Live,7GnkxEUTAO0,310,6,31551,0.2774041666666667
The Tillman Story,daccIQzKVkg,152,15,85207,-0.12546666666666664
What If...,83jGTVHGj1Y,220026,112947,53647449,0.004947000000000025
I Hate Luv Storys,H9Cz3zNi4nI,831,51,335426,0.42302162162162166
Anjaana Anjaani,y79fqrTBnFc,720,59,1286413,0.26456594827586205
Princess Kaiulani,czY07Uhuxwo,18037,315,1542305,0.1334073333333333
The Wildest Dream,lpwBQlOSJ3I,324,7,119039,0.16239047619047617
The Salvation Poem (Poema de Salvacion),7GnkxEUTAO0,310,6,31551,0.2774041666666667
Guzaarish,Vuv4M2VS4yg,2231,89,516008,0.26692971428571416
2010 Oscar Shorts,Vuv4M2VS4yg,2231,89,516008,0.26692971428571416
The Perfect Game,bQVoygcU1rk,13133,989,4287643,0.26323039999999975
Casino Jack,w1igM1mfzPI,517,49,814094,0.036349504950495055
Animal Kingdom,T1B1CxmAXLk,11522,2013,3347178,0.17299999999999985
Buried,Mv3FhE6_TK0,14558,826,2982388,0.16852340000000002
La Mission,4cl7fZdA6f8,3393,1321,4097913,0
Tees Maar Khan,ZTmF2v59CtI,198136,17965,91476878,0.2492549999999997
Made in Dagenham,iolISZZlAw0,209,12,76917,0.3366733333333334
Mother and Child,ed1xwAtF728,21295,276,1811655,0.19950419999999994
Golmaal 3,LGm0LV0gbH4,15320,1688,4818620,0.2513185595567862
Housefull,TlZM9kuqw38,66713,14337,19331522,0.26290364372469616
Micmacs,TjKW0tG7I8s,536,12,260818,0.264159375
Dabangg,3cqPV0o4bX8,10595,3082,5949290,0.19922399999999985
Restrepo,-DjqR6OucBc,3908,211,2535545,0
Nowhere Boy,I0Qu62_vPbo,4054,64,732977,0.2086709090909091
The Joneses,nPfYXXg65qA,8400,555,4331618,0.19653218623481752
Raajneeti,7GnkxEUTAO0,310,6,31551,0.2774041666666667
Cairo Time,orXcdLwtVRY,568,30,480522,0.30646170212765944
Coco Chanel & Igor Stravinsky,As64A0vo7MM,127,6,138403,0.2441425
Kites,dscze1hruLY,715,106,1389987,0.1822416666666667
Flipped,RDlXdujRSD8,34730,453,7442648,0.40863880000000014
Somewhere,E3cPbxCBGVo,13912,521,5213000,0.26782999999999985
Stone,0pdqf4P9MB8,122922,6091,33785642,0.27514677419354816
Harry Brown,OVOSfHFNlcI,2588,84,1900624,0.16635859999999994
"I Love You, Phillip Morris",01dljIcgiMw,2996,301,1163458,0.20093319999999992
A Prophet (Un prophte),01dljIcgiMw,2996,301,1163458,0.20093319999999992
Rabbit Hole,c3ZlyIh9QZw,6868,3193,1532993,-0.054046399999999946
The Illusionist (2010),BMqpU7lUlLg,1860,19,385444,0.2682452631578947
Twilight/New Moon Combo (one-night-only),BMqpU7lUlLg,1860,19,385444,0.2682452631578947
Never Let Me Go,sXiRZhDEo8A,38306,998,14194223,0.08255819999999996
N'Secure,l_QAMnjsudI,218,95,246602,0.2522964912280702
Letters to God,DBDK2LGn4p0,2017,102,851147,0.28090000000000004
Joan Rivers: A Piece of Work,iBW-MLDmnfw,195,12,90341,0.2622043478260869
Chloe,kmxLybfGNC4,46418,2643,15735678,0.1696817635270541
Another Year,RXMp9fBomJw,33564,2172,8587443,0.034946399999999996
Catfish,1xp4M0IjzcQ,3058,211,1450680,0.08268880000000003
You Will Meet a Tall Dark Stranger,fkIGpMe5SxI,521,25,545202,0.0989226519337016
Exit Through the Gift Shop,a0b90YppquE,10691,228,3311740,0.20545420000000006
The Runaways,plyJQG-nRN0,14783,2076,6716810,0.1849575999999998
To Save a Life,Ab4vNphOgak,3467,592,3739096,0.275114345991561
My Name is Khan,JJ5r5Z6G2Zo,50116,1546,8729365,0.3288565999999997
Please Give,JJ5r5Z6G2Zo,50116,1546,8729365,0.3288565999999997
Greenberg,LM2Dntg9rCc,4004,774,861897,0.17856614173228333
Inside Job,FzrBurlJUNk,6313,176,3061217,-0.003527599999999997
Solitary Man,lm95_LnjUJQ,124,20,192228,0.26936578947368417
Mao's Last Dancer,8ufBNOkTvdQ,268,11,151958,0.304643103448276
I Am Love,E0cbWdlQg_8,115559,6436,25317139,0.2581125999999999
The Girl Who Kicked the Hornet's Nest,o9G4GiUxJek,508,33,1095345,0.22485560975609756
The Warrior's Way,MV4cgs-bPic,10828,524,6209874,0.19084433198380552
Sea Rex 3D: Journey to a Prehistoric World,4-NPMuMwrpY,192,17,315915,0
It's Kind of a Funny Story,P_pq7HKc9z8,22760,506,8337932,0.22935679999999983
The Secret in Their Eyes,TD_IlSSFVX4,920,112,5893456,0.24467272727272735
"Waiting for ""Superman""",ZKTfaro96dg,2705,184,1545584,0.06706779999999998
Winter's Bone,bE_X2pDRXyY,2089,100,2139848,0.2435024122807014
The Last Station,3p0KIrh8hyM,13430,1182,3853161,0.03948237791932061
City Island,QOhGQkQ3I0E,3080,186,886134,0.21705309734513276
Conviction,NrPtr0aQx3s,3396,87,2200432,0.21972776659959747
Babies,Cimp-eTe3MU,195580,49386,107097562,0.18070039999999982
Cyrus,fUNXNLyr7tU,29401,2171,9897723,0.10460999999999983
The Girl Who Played with Fire,o9G4GiUxJek,508,33,1095345,0.22485560975609756
MacGruber,PKYrghKwu2E,202,43,352801,0.16747058823529415
Get Low,Skpu5HaVkOc,327194,9985,69449842,0.06386340000000003
Fair Game (2010),MpMGQgXbOgA,992,96,1296597,0.0030904624277456882
Blue Valentine,3oiY7W7nDeE,10701,362,5189696,0.18939939999999994
The Girl with the Dragon Tattoo,WVLvMg62RPA,9991,599,5342486,0.22263659999999974
Jonah Hex,_l0zSd_DQQ4,4484,399,4513864,0.12023399999999995
Avatar: Special Edition,d1_JBMrrYw8,12978,1866,15411104,0.19032239999999992
Extraordinary Measures,cmnMdwYAhTY,88,4,146660,0.38589
Let Me In,Eh993__rOxA,137425,2220,22914308,0.08902559999999987
Case 39,Ok-5lWGBQr8,3691,228,1950872,0.09538289738430583
Repo Men,jl9Nvg4yuus,3593,731,4085173,0.1546575999999999
My Soul to Take,Dg-Pa_A8FF4,23417,250,3122114,0.18815359999999998
Youth in Revolt,J_xceUThJkc,1024,78,588808,0.25400231481481494
The Ghost Writer,c_3NMtxeyfk,15876,1143,3129245,0.11456432865731463
Splice,t6o_Vl2f07Q,3754,625,4718574,0.05149820000000002
Furry Vengeance,zUBDUWpB14s,142,80,246170,0.04758035714285714
Going the Distance,1HGDx2cAdMo,6291,199,4900174,0.32074519999999995
127 Hours,OlhLOWTnVoQ,28066,643,11017792,0.191417
Remember Me,3iDxU9eNQ_0,154640,6075,20341287,0.2262345999999998
Oceans,MFWF9dU5Zc0,103428,55890,11514191,0.012913999999999995
Country Strong,PAIEI1t8GeY,20752,417,5216968,0.4177619999999998
Our Family Wedding,SnD2EacXk0E,8597,437,5473468,0.1336459259259259
The Kids Are All Right,bdDSqgZ87fM,4328,342,2906088,0.2160358000000001
The Next Three Days,lti0vfCPZns,5028,233,4315246,0.2571782
Skyline,qdOGJi5Sne4,5178,1072,4244514,0.06487940000000003
Just Wright,ZHYSeSAXQf4,8952,246,3086301,0.3245959999999997
Faster,Skpu5HaVkOc,327194,9986,69449837,0.06386340000000003
The Losers,KWhS0xN3C0g,12613,670,10372432,0.16145259999999984
From Paris with Love,dVrgWAjs2x8,159,75,538911,0.07479239130434781
The Spy Next Door,Z6bU-bOkm2Y,2020,131,655864,0.13962653061224492
Lottery Ticket,TBtplgiBm2k,4860,375,2963160,0.19028319999999999
Piranha 3D,QBvMWj4O-6I,15127,3058,8319565,0.046409475806451585
Alpha and Omega,Vw6zP7n0ais,99749,4562,22886707,0.1404477999999999
You Again,y-oFOgFB2uM,1780,295,4308240,0.16168834951456307
Leap Year,HrlQBsd8LsE,5470,159,2041328,0.27232589928057555
Ramona and Beezus,gsspoW7rSR4,10946,631,2990046,0.3869062000000003
Machete,I16020r--oM,3671,392,2872930,0.09547800000000001
Brooklyn's Finest,HUMC8rh6uuE,2063,94,2125375,0.12728480000000003
The Switch,5kcdRBHM7kM,265974,20754,31074889,0.18665159999999986
Nanny McPhee Returns,54xMw6eouOM,2103,207,1138947,0.1652710227272728
Daybreakers,IGrpoxBlCNo,2955,380,1846930,0.20887460000000002
How Do You Know,Eh993__rOxA,137425,2220,22914325,0.08902559999999987
Morning Glory,s9lWUqraDoU,6809,287,5830430,0.30480080321285113
Charlie St. Cloud,MzgOvvMi8Lg,35298,870,9451643,0.06121480000000001
Scott Pilgrim vs. the World,O_RrNCqCIPE,9524,474,2931862,0.23732119999999973
She's Out of My League,VJIr5h66mmE,9902,284,3778853,0.17003883495145633
Love and Other Drugs,h6w7Dh-QxzY,7099,163,2553567,0.29590806451612894
When in Rome,gsb8U014Hs0,9318,639,4851678,0.25819256756756753
Hereafter,xDnHfQtH0zU,1607,111,1492585,0.20135183946488275
Devil,yGnfFW-vyzU,91971,1992,9767935,0.32359259999999995
Marmaduke,NerHJqENCvs,1554,307,1214152,0.11377280219780211
Green Zone,e3KJ21TLKVE,1040,100,1073958,0.027603977272727273
The American,tmeOjFno6Do,558348,13161,83274788,-0.0959800000000001
Vampires Suck,ksJvEH-R_ew,36532,2909,10259358,0.2614137999999996
The Back-Up Plan,cut4IW0oz1w,1558,61,910258,0.21507258064516124
For Colored Girls,NIDrfLIjnLo,,,334030,0
The Crazies,J7w9uWFIMBs,4576,211,2724758,0.05366080000000002
Burlesque,p2r_8l1c2nQ,6359,356,4364767,0.36866919999999975
Legion (2010),4SZ3rMMYBLY,30262,969,5413692,0.19693619999999978
The Last Exorcism,BySJLmciR5E,1258,194,1368727,-0.05790411522633745
Step Up 3-D,8VTW1iUn3Bg,42423,1331,22638924,0.1784069999999998
Death at a Funeral (2010),LkbR3nQqcrk,2281,346,1623472,0.2313443999999999
Gulliver's Travels,gSkiUVhL5O0,11313,2369,7319908,0.09503712871287132
Edge of Darkness,MxK__2MGm7A,1187,79,1516322,0.16001089918256103
Cats & Dogs: The Revenge of Kitty Galore,Uh5k0zL6ps0,713,70,820205,0.17893804713804695
Cop Out,NAH8qgVY9jE,1579,88,659656,0.11460379746835449
Saw 3D,mgKAYi252qs,13558,2383,6146466,0.004271800000000006
Killers,_-Z6gp1_1aI,11858,680,13208681,0.17577659999999973
Kick-Ass,kl8F-8tR8to,47849,1727,16583772,0.3392671999999998
Hot Tub Time Machine,BNJ-UxlKXGY,6509,428,2741641,0.11318361204013379
Predators,9u8vZwvP57Y,9057,522,6460114,0.12088679999999995
Hubble 3D,WIgdxNo8n0k,515,51,823518,0.21871652173913045
Wall Street: Money Never Sleeps,KFV0Uvzpz0o,3436,589,6284884,0.07965880000000002
Letters to Juliet,prc50Uod_vQ,11646,194,3403529,0.3517204000000001
Life as We Know It,mqzjDrrZIdE,17104,516,11248678,0.3877804
Legend of the Guardians: The Owls of Ga'Hoole,x8RKCmkOyB4,7986,350,3630166,0.31867520000000027
Takers,SicGk3-bP58,5635,326,4203371,0.1702055999999999
Easy A,KNbPnqyvItk,17878,542,8337588,0.2750332
Secretariat,AFma24S-Uvw,5749,572,5538247,0.18753079999999997
Tooth Fairy,yd71LWhCO4s,34990,1453,8877985,0.36893699999999996
Tyler Perry's Why Did I Get Married Too?,I2vJaA_yRL8,1537,52,417002,0.4210536585365854
Resident Evil: Afterlife,9dc5iiT0f1s,30405,3317,20971791,0.08715739999999987
Get Him to the Greek,N6ixkr0-qvo,4837,436,4278866,0.24330679999999996
The Wolfman,Cg6fovvvgb4,2599,780,1835203,0.13497888198757774
The Last Song,Q0CbN8sfihY,758413,33277,50354665,0.05475920000000002
A Nightmare on Elm Street (2010),sIbv19R2rfY,33711,7933,5162502,0.2575775999999998
The Sorcerer's Apprentice,v2uV0_1C4UM,3534,230,2510295,0.26292129277566545
Diary of a Wimpy Kid,3lVlNLqDmiU,9201,1838,6383712,0.18781169354838684
The Bounty Hunter,gnRbXn4-Yis,73555,3526,22015600,0.19948479999999966
The Tourist,GrqpKEOF8uw,6772,486,5146748,0.27826659999999986
Dinner for Schmucks,-FHlvEc3vaE,4088,270,2745870,0.28101940000000014
Knight & Day,JGPl86DBNNs,5943,174,2793369,0.21147510373443995
The A-Team,UhZ56rcWwRQ,49310,9302,7053699,0.12702999999999987
Dear John,8swF2-R6X9A,24630,803,12389700,0.26616779999999984
Eat Pray Love,mjay5vgIwt4,7763,481,4991135,0.2759465999999998
Unstoppable,JM-0Ywc7wNY,8104,484,6256877,0.2071539999999998
Paranormal Activity 2,F_UxLEqd074,27235,3979,31491263,0.003793599999999988
Percy Jackson & The Olympians: The Lightning Thief,nDngEnB1rQs,83652,4124,9122939,-0.059773200000000026
Red,83jGTVHGj1Y,220026,112948,53647464,0.004947000000000025
Prince of Persia: The Sands of Time,bZ7Li5w2I-k,6815,388,4782063,0.3390356666666665
The Town,rFGiHm5WMLk,183869,3242,21140685,0.22261428571428546
The Fighter,nWHQ77BZDZg,68683,2387,7304938,0.06768700000000001
The Book of Eli,kAMUv22y1og,3929,285,3104514,0.14230359999999984
Sex and the City 2,y6U8o9Ed0VI,853,132,5708958,0.2349685863874344
The Social Network,lB95KLmpLR4,25230,1281,10611015,0.30877659999999973
Date Night,VcSosCe0B-A,51520,3725,28481439,0.27363822937625726
Yogi Bear,I6nW6WxEev4,2250,693,2776045,0.05700159999999998
Due Date,Hd_aN0LAgMo,5844,193,3810614,0.30848320000000007
The Expendables,C6RU5y2fU6s,35030,1285,19544587,0.14389419999999997
The Chronicles of Narnia: The Voyage of the Dawn Treader,hrJQDPpIK6I,8634,255,3723433,0.2606315895372231
Robin Hood,tJfDBSWYqU8,30262,12200,8297245,0.062133800000000045
Black Swan,5jaI1XOB-bs,46207,2271,26964960,0.2211753012048191
Valentine's Day,nJCc5HRPxYA,289185,35856,37796442,0.11697119999999998
Jackass 3-D,cIsVDn-bOaE,8768,297,2347785,0.1489223999999999
Salt,QZ40WlshNwU,7201,466,6804233,0.192153722334004
The Other Guys,juxTC7hYGTE,65835,2884,13084511,0.13895119999999977
Shutter Island,5iaYLCiq5RM,19447,573,8704182,0.24968239999999986
The Last Airbender,R36ofjxBY_Q,16551,5749,9042167,-0.05723459999999996
The King's Speech,pzI4D6dyp_o,9032,314,4051857,0.32589799999999997
Megamind,yJtot_f-snU,7939,757,6848016,0.38516600000000006
Little Fockers,j65JfjApdg4,1858,468,2573090,0.11481060000000001
Grown Ups,Sq5CIH0duMk,6327,561,8589872,0.09086339999999991
Clash of the Titans (2010),Xs7fzOrUopc,23327,1260,13986369,0.14222559999999998
True Grit,CUiCu-zuAgM,8099,320,5655451,0.15652919999999984
Tron Legacy,L9szn1QQfas,22963,1021,11992875,0.31853879999999996
The Karate Kid,xCwwxNbtK6Y,106139,12342,22737608,0.26159039999999983
Tangled,1hNabgBYl1Y,37314,18074,9893380,0.006012599999999995
How to Train Your Dragon,Z9a4PvzlqoQ,71265,2869,18148598,0.23714459999999976
Shrek Forever After,u7__TG7swg0,4043,540,6782746,0.27102879999999996
Despicable Me,7AFUch5JZaQ,195577,44484,135153534,0.06182940000000002
Inception,66TuSJo4dZM,46402,1390,20503325,0.24384228456913812
Harry Potter and the Deathly Hallows Part 1,_EC2tmFVNNE,143502,4612,38069178,0.15683979999999997
The Twilight Saga: Eclipse,S2HIda5wSVU,35894,4566,21989348,0.14577239999999994
Iron Man 2,dKrVegVI0Us,665950,14794,78838078,-0.027400399999999905
Alice in Wonderland (2010),LjMkNrX60mA,17605,915,10187703,0.3630010000000003
Toy Story 3,nny1Du93z9o,13268,5342,19168120,0.10275909090909091
A Good Day to Die,FRLwoMXaZHQ,8548,583,5488708,0.0005442000000000114
Illegal (2011),Z832CnjWj5k,33,15,32550,-0.06892000000000001
Redneck Carnage,7GnkxEUTAO0,310,6,31551,0.2774041666666667
Angels Crest,wtm_KLNxisw,169,15,133884,0.25648333333333334
Strangers Online,XWxyRG_tckY,103384,2894,19635999,0.16411539999999994
Romeos,6_VnY9LItJA,1031,68,596486,0.34564999999999996
An Invisible Sign,4x2RzV1UrW8,945,58,509180,0.2116444444444445
Little Girl (La Pivellina),dMY-lUW-Zz8,78,5,73979,0.21525454545454545
The Tunnel (2011),u47cTpo70EE,907,120,1228816,0.024193945720250513
They're Out of Business,u47cTpo70EE,907,120,1228816,0.024193945720250513
Chalet Girl,87Ocy8J0RYM,3117,204,1668969,0.2326056603773586
Now & Later,gBj3QJvBDTM,95,32,314008,0.30567
"Love, Wedding, Marriage",uHn15mTXeuQ,2274,84,1558817,0.1226782608695652
Pool Boys,8_Nec_4QFlc,147,36,444175,0.259472972972973
Sidewalls,7GnkxEUTAO0,310,6,31551,0.2774041666666667
Main Street,idAVRvQeYAE,13475,700,5151970,0.1985270707070707
Knuckle,GFpQ1IvZlkQ,3293,592,1361866,0.0423522
United Red Army,xe0oK0iwS_I,76,6,59308,-0.0809421052631579
Restitution,gUQ7lwDADHU,7,1,35223,0
Blood Ties,ONz6R4LF5nY,697,69,880428,0.1490086956521739
Zokkomon,7GnkxEUTAO0,310,6,31551,0.2774041666666667
Protektor,4ONKJ162jHM,15360,2486,12778585,0.06984080000000002
The Lie,0G0C-vMHcQY,32008,1574,7939211,0.10113939999999995
The Weird World of Blowfly,UCOBGotTMmM,273,10,85905,0.007732000000000019
Balls to the Wall,rsWyy3ohxok,2149,126,408421,0.07039666666666665
Plastic Planet,6zrn4-FfbXw,4033,48,672065,0.04934180327868851
The Sons of Tennessee Williams,7GnkxEUTAO0,310,6,31551,0.2774041666666667
Building Hope,7GnkxEUTAO0,310,6,31551,0.2774041666666667
